ASIN,LOCALE,"BB SELLER",BB_SELLER_LINK,PRICE,CURRENCY,"DELIVERY MESSAGE","SHIPPING PRICE","SHIPPING MESSAGE",AVAILABILITY,DESCRIPTION,"IS APLUS","APLUS DESCRIPTION","RANK NO","RANK TEXT",IP,TIMESTAMP
B016CYDWKW,de,-,-,"4,76","EUR ",-,-,-,"Derzeit nicht verfügbar.","Produktbeschreibung Coca Cola zero Sugar - Koffeinhaltiges Erfrischungsgetränk. Inhaltsstoffe / Zutaten Zutaten: Wasser, Kohlensäure, Farbstoff E 150d, Säuerungsmittel Phosphorsäure, Süßungsmittel (Natriumcyclamat, Acesulfam K, Aspartam), Aroma, Säureregulator Natriumcitrate, Aroma Koffein. Enthält eine Phenylalaninquelle. Alle Produktbeschreibungen",0,-,5," Lebensmittel & Getränke > GetränkeKaffee & Tee > Cola & Limonade > Cola",de,"2018-04-24 15:35:38"
